customer_id,gender,age,payment_method
C163581,Male,55,Cash
C768209,Male,67,Credit Card
C246439,Female,63,Cash
C357971,Female,36,Credit Card
C157014,Female,61,Cash
C297078,Female,34,Cash
C637540,Female,60,Cash
C678901,Female,24,Credit Card
C197881,Female,46,Debit Card
C269676,Male,42,Cash
C476837,Female,31,Cash
C176548,Female,50,Credit Card
C223555,Male,40,Credit Card
C327139,Male,55,Cash
C768005,Female,30,Cash
C180289,Male,40,Credit Card
C174928,Female,29,Credit Card
C670290,Female,36,Cash
C931347,Male,26,Credit Card
C756859,Female,30,Cash
C224265,Female,21,Credit Card
C666590,Female,39,Cash
C540343,Female,46,Cash
C553400,Female,65,Debit Card
C302201,Male,51,Cash
C120007,Female,30,Cash
C276700,Male,20,Debit Card
C112948,Female,42,Cash
C172308,Female,64,Credit Card
C149594,Female,25,Cash
C251154,Female,36,Credit Card
C180216,Male,22,Credit Card
C274985,Female,39,Cash
C127816,Male,37,Credit Card
C118370,Female,53,Cash
C143219,Female,50,Credit Card
C235633,Female,62,Cash
C212155,Female,27,Cash
C644945,Male,21,Debit Card
C786157,Female,52,Cash
C915732,Female,38,Credit Card
C337521,Female,30,Cash
C147612,Male,40,Cash
C853462,Female,45,Credit Card
C232588,Male,40,Cash
C331509,Male,19,Cash
C193151,Female,68,Credit Card
C149394,Male,53,Cash
C160405,Female,20,Cash
C312293,Male,62,Debit Card
C831199,Female,35,Credit Card
C462356,Female,69,Debit Card
C898318,Female,40,Credit Card
C989079,Female,26,Cash
C111590,Female,65,Debit Card
C607442,Male,18,Cash
C134057,Male,59,Credit Card
C243295,Male,41,Cash
C869272,Male,58,Cash
C259756,Male,19,Credit Card
C341421,Female,53,Cash
C118189,Female,21,Credit Card
C526213,Female,21,Credit Card
C887359,Female,63,Cash
C397846,Male,24,Cash
C643344,Male,45,Debit Card
C318851,Male,61,Debit Card
C146922,Female,34,Credit Card
C470434,Female,49,Debit Card
C215216,Male,31,Credit Card
C122140,Female,34,Cash
C179812,Female,18,Debit Card
C262290,Female,25,Credit Card
C282321,Male,48,Cash
C277098,Female,30,Cash
C168078,Female,21,Debit Card
C227644,Female,55,Credit Card
C146561,Female,54,Cash
C262220,Male,61,Cash
C584570,Male,18,Cash
C699688,Male,55,Cash
C289505,Male,56,Cash
C971829,Female,22,Debit Card
C229847,Male,26,Credit Card
C264595,Male,58,Credit Card
C199417,Male,41,Cash
C281932,Female,52,Credit Card
C192778,Male,33,Cash
C363231,Male,54,Credit Card
C479977,Male,43,Credit Card
C126548,Male,33,Debit Card
C473047,Male,19,Cash
C173440,Male,41,Cash
C120276,Male,18,Debit Card
C249642,Female,64,Credit Card
C178348,Female,52,Debit Card
C311284,Female,28,Cash
C149902,Female,60,Cash
C117182,Female,22,Cash
C141588,Female,45,Credit Card
C406394,Female,49,Cash
C155790,Female,31,Credit Card
C142745,Female,46,Credit Card
C281141,Male,55,Cash
C221864,Female,29,Credit Card
C280066,Male,35,Cash
C142545,Male,60,Cash
C440075,Female,44,Cash
C124762,Male,46,Debit Card
C256922,Female,39,Credit Card
C393561,Female,40,Debit Card
C227636,Female,55,Cash
C815552,Male,29,Debit Card
C276650,Female,51,Cash
C138393,Female,52,Debit Card
C244206,Female,39,Cash
C247301,Male,21,Credit Card
C280313,Female,21,Credit Card
C148133,Male,44,Cash
C778778,Female,57,Debit Card
C317051,Male,44,Debit Card
C175812,Female,51,Credit Card
C192909,Male,35,Debit Card
C104568,Male,30,Credit Card
C226419,Male,59,Credit Card
C202774,Male,54,Cash
C318703,Female,69,Debit Card
C329166,Male,51,Credit Card
C269162,Female,37,Cash
C170322,Male,38,Credit Card
C930253,Female,48,Cash
C620462,Female,49,Cash
C613558,Male,56,Credit Card
C200186,Female,57,Cash
C546257,Female,44,Cash
C170097,Male,34,Cash
C256968,Female,61,Cash
C293868,Male,18,Credit Card
C101080,Male,34,Cash
C674452,Male,26,Cash
C818003,Female,46,Credit Card
C988829,Female,21,Debit Card
C257251,Male,61,Credit Card
C172642,Male,45,Debit Card
C226467,Female,64,Cash
C639535,Male,45,Cash
C227106,Female,42,Credit Card
C217621,Female,45,Cash
C326295,Female,24,Cash
C244085,Male,23,Cash
C144667,Female,44,Credit Card
C132601,Female,35,Cash
C333378,Female,20,Cash
C303190,Female,22,Credit Card
C105759,Male,64,Credit Card
C104153,Female,36,Cash
C300296,Male,20,Debit Card
C303148,Male,59,Cash
C637976,Male,25,Credit Card
C898641,Male,59,Cash
C239096,Female,19,Credit Card
C248554,Female,51,Credit Card
C275370,Female,60,Debit Card
C243389,Female,27,Credit Card
C512046,Female,61,Cash
C157929,Male,58,Cash
C697262,Male,39,Credit Card
C238312,Male,24,Credit Card
C327336,Male,52,Credit Card
C203787,Male,19,Cash
C106108,Male,67,Credit Card
C124984,Male,63,Debit Card
C428568,Female,66,Debit Card
C293770,Female,58,Cash
C205098,Female,22,Credit Card
C246784,Female,58,Debit Card
C750013,Male,42,Credit Card
C360208,Female,38,Credit Card
C335017,Female,65,Credit Card
C241454,Female,19,Credit Card
C683369,Female,53,Debit Card
C323561,Male,58,Credit Card
C274694,Female,20,Credit Card
C246679,Male,41,Cash
C366723,Male,36,Cash
C132624,Female,48,Cash
C259737,Male,56,Cash
C203187,Female,63,Debit Card
C168148,Female,54,Credit Card
C298802,Male,33,Cash
C139145,Female,51,Cash
C179760,Male,67,Cash
C569428,Female,55,Credit Card
C730077,Female,20,Cash
C596385,Female,52,Cash
C313324,Female,33,Credit Card
C140645,Female,64,Cash
C339366,Male,31,Cash
C439815,Female,27,Cash
C470020,Female,56,Debit Card
C303181,Male,32,Cash
C162596,Female,53,Debit Card
C321552,Female,41,Debit Card
C555620,Female,18,Credit Card
C286099,Female,28,Cash
C219037,Female,61,Cash
C131491,Female,26,Cash
C190258,Female,50,Cash
C152126,Male,21,Debit Card
C105300,Female,67,Credit Card
C488895,Female,51,Cash
C446008,Female,68,Credit Card
C240836,Female,51,Cash
C196350,Female,30,Cash
C212683,Male,61,Cash
C519917,Male,49,Cash
C152230,Female,62,Cash
C299370,Female,48,Cash
C269327,Female,59,Credit Card
C632340,Male,67,Cash
C454000,Male,67,Credit Card
C273821,Female,23,Debit Card
C910742,Male,53,Debit Card
C307905,Female,49,Credit Card
C444962,Male,43,Debit Card
C172983,Female,68,Cash
C115343,Female,48,Debit Card
C131459,Female,68,Credit Card
C289477,Female,22,Cash
C390904,Male,48,Cash
C339392,Male,37,Credit Card
C942313,Female,57,Cash
C310620,Male,46,Credit Card
C104114,Female,68,Cash
C185960,Male,23,Credit Card
C643106,Female,42,Cash
C369496,Female,37,Credit Card
C420423,Female,57,Cash
C727762,Female,40,Debit Card
C325542,Female,69,Debit Card
C274068,Female,55,Debit Card
C211779,Female,39,Cash
C905579,Female,31,Cash
C338290,Male,59,Credit Card
C192149,Female,63,Credit Card
C139554,Female,28,Debit Card
C118289,Female,38,Cash
C271940,Male,69,Debit Card
C130319,Female,49,Cash
C285453,Male,18,Cash
C100383,Female,27,Cash
C270677,Male,50,Cash
C294678,Female,23,Credit Card
C251243,Male,55,Cash
C315203,Female,63,Credit Card
C429460,Female,45,Credit Card
C242289,Male,54,Cash
C218913,Male,66,Credit Card
C188001,Female,62,Cash
C221152,Male,32,Credit Card
C209432,Male,67,Debit Card
C117910,Female,32,Credit Card
C294919,Male,52,Debit Card
C216535,Female,36,Cash
C105648,Female,39,Cash
C294702,Male,22,Debit Card
C269258,Female,27,Debit Card
C131509,Male,56,Credit Card
C264409,Male,45,Debit Card
C969038,Male,34,Cash
C214219,Female,36,Cash
C284069,Male,51,Debit Card
C145293,Female,58,Cash
C920755,Female,59,Debit Card
C259065,Female,20,Cash
C157284,Female,65,Cash
C456196,Male,68,Cash
C278054,Female,48,Credit Card
C195704,Female,22,Cash
C163872,Female,38,Cash
C225128,Male,50,Credit Card
C319705,Male,47,Cash
C901376,Male,64,Cash
C244115,Female,45,Cash
C156473,Female,61,Debit Card
C317617,Female,59,Cash
C141271,Female,30,Debit Card
C329679,Male,28,Cash
C311110,Male,28,Debit Card
C167153,Male,57,Debit Card
C139082,Female,57,Cash
C298589,Male,21,Cash
C260046,Female,60,Debit Card
C564621,Female,52,Debit Card
C344648,Male,46,Credit Card
C142368,Male,43,Cash
C108537,Male,26,Credit Card
C288203,Female,40,Debit Card
C945575,Female,27,Cash
C282574,Female,52,Cash
C208243,Female,28,Debit Card
C225987,Male,59,Cash
C685383,Female,55,Credit Card
C136577,Male,51,Debit Card
C321380,Male,32,Cash
C297833,Female,50,Credit Card
C961081,Female,23,Credit Card
C218528,Male,65,Cash
C411824,Female,69,Cash
C300623,Male,24,Cash
C428895,Male,43,Cash
C903547,Male,51,Credit Card
C254202,Female,34,Debit Card
C101529,Male,49,Debit Card
C243453,Female,22,Cash
C176233,Male,66,Cash
C278222,Male,56,Credit Card
C241564,Male,36,Cash
C321010,Male,22,Cash
C535430,Male,48,Credit Card
C709413,Male,44,Credit Card
C460016,Female,62,Debit Card
C284845,Male,22,Debit Card
C122686,Male,50,Debit Card
C199746,Female,31,Cash
C647494,Male,20,Credit Card
C238535,Female,20,Credit Card
C462592,Female,42,Credit Card
C794976,Female,23,Cash
C213045,Male,25,Credit Card
C443265,Male,21,Cash
C367270,Female,26,Credit Card
C570505,Female,64,Cash
C251679,Male,24,Credit Card
C219277,Male,51,Credit Card
C240372,Female,68,Cash
C286656,Female,37,Debit Card
C567636,Male,65,Debit Card
C127569,Female,59,Cash
C122540,Male,60,Cash
C388041,Female,56,Debit Card
C164544,Female,23,Credit Card
C100765,Male,20,Cash
C204922,Female,53,Cash
C107852,Female,50,Debit Card
C172252,Female,29,Cash
C265039,Male,40,Cash
C199512,Female,66,Cash
C948073,Female,57,Credit Card
C701450,Male,18,Cash
C373242,Male,21,Cash
C143930,Female,62,Cash
C164908,Male,49,Credit Card
C181679,Female,66,Credit Card
C107332,Female,44,Debit Card
C147329,Male,55,Credit Card
C319875,Male,41,Credit Card
C244693,Male,24,Credit Card
C133548,Female,56,Cash
C183557,Male,46,Debit Card
C159887,Female,42,Cash
C227546,Male,61,Credit Card
C258577,Female,42,Debit Card
C141067,Female,50,Debit Card
C709111,Female,49,Credit Card
C830491,Female,59,Cash
C154793,Female,52,Cash
C326540,Female,26,Cash
C124112,Male,59,Cash
C322082,Female,25,Credit Card
C204295,Male,25,Credit Card
C115326,Male,25,Cash
C104660,Female,64,Credit Card
C206878,Male,64,Cash
C239062,Female,29,Cash
C194835,Female,37,Debit Card
C321205,Female,56,Credit Card
C225173,Female,33,Cash
C459161,Male,19,Credit Card
C312827,Female,36,Credit Card
C119048,Female,62,Cash
C673123,Female,63,Credit Card
C142786,Male,20,Cash
C293505,Male,34,Cash
C201466,Female,31,Cash
C268442,Female,23,Cash
C276761,Male,31,Cash
C337010,Male,37,Cash
C472885,Male,55,Cash
C565544,Female,47,Credit Card
C231960,Male,48,Cash
C205093,Male,31,Debit Card
C723544,Female,64,Credit Card
C119554,Female,57,Cash
C166346,Male,18,Cash
C513280,Female,67,Cash
C211513,Female,32,Cash
C130098,Female,18,Cash
C147776,Female,44,Cash
C153579,Male,52,Credit Card
C456798,Female,29,Debit Card
C880473,Female,68,Credit Card
C199398,Female,51,Credit Card
C714996,Female,45,Cash
C196673,Male,43,Cash
C189583,Male,66,Credit Card
C138011,Male,22,Debit Card
C297582,Female,55,Cash
C202670,Male,37,Credit Card
C180909,Female,67,Debit Card
C793530,Male,52,Cash
C987021,Female,27,Cash
C145022,Female,34,Credit Card
C127601,Male,36,Credit Card
C888469,Male,42,Cash
C305713,Female,57,Credit Card
C317050,Male,61,Debit Card
C349430,Female,18,Cash
C196645,Male,21,Cash
C192229,Female,56,Cash
C323366,Male,57,Debit Card
C108176,Female,59,Credit Card
C339058,Male,44,Cash
C189902,Female,61,Credit Card
C360108,Female,54,Credit Card
C299061,Male,53,Cash
C329773,Female,48,Cash
C228842,Female,19,Credit Card
C216277,Female,30,Debit Card
C918585,Female,52,Cash
C709721,Male,22,Cash
C181314,Male,59,Cash
C155900,Male,24,Credit Card
C265096,Female,38,Debit Card
C241079,Female,33,Cash
C258611,Female,34,Debit Card
C314724,Female,45,Debit Card
C132563,Male,60,Cash
C102461,Male,62,Debit Card
C172298,Male,59,Cash
C151207,Male,36,Credit Card
C189286,Female,59,Credit Card
C125426,Female,18,Cash
C215163,Female,48,Cash
C556839,Female,45,Credit Card
C967597,Male,59,Cash
C138428,Female,32,Cash
C151112,Male,39,Cash
C286879,Female,34,Credit Card
C267023,Female,32,Credit Card
C146983,Male,28,Cash
C291354,Female,33,Debit Card
C284672,Male,38,Debit Card
C155819,Female,29,Cash
C191816,Female,67,Credit Card
C278844,Female,47,Cash
C260456,Female,67,Credit Card
C900057,Female,69,Debit Card
C324957,Female,43,Credit Card
C211309,Male,58,Cash
C313233,Female,18,Cash
C648134,Female,60,Debit Card
C163764,Female,38,Debit Card
C270292,Male,23,Credit Card
C263761,Female,19,Credit Card
C242161,Female,23,Credit Card
C572042,Female,30,Credit Card
C274995,Female,30,Cash
C211660,Male,46,Cash
C975030,Male,18,Cash
C199989,Female,47,Credit Card
C519763,Male,20,Cash
C241688,Male,64,Cash
C314081,Male,36,Credit Card
C323657,Female,39,Debit Card
C681118,Male,19,Cash
C238285,Male,64,Credit Card
C301994,Female,42,Credit Card
C211728,Female,26,Cash
C236533,Male,47,Cash
C312047,Female,41,Cash
C598016,Male,52,Credit Card
C212804,Female,34,Cash
C249053,Female,25,Credit Card
C125713,Male,66,Debit Card
C265223,Female,18,Debit Card
C142026,Female,27,Cash
C100364,Female,57,Cash
C158800,Male,25,Credit Card
C912243,Male,64,Cash
C810545,Female,34,Credit Card
C211891,Female,37,Credit Card
C262871,Female,30,Cash
C243049,Female,21,Cash
C141529,Female,46,Cash
C188317,Female,69,Cash
C839532,Male,56,Credit Card
C947601,Female,29,Cash
C492330,Female,57,Credit Card
C130159,Female,18,Cash
C706113,Male,45,Cash
C304791,Female,55,Debit Card
C312757,Male,21,Cash
C273006,Female,42,Cash
C164126,Female,31,Credit Card
C727580,Female,43,Cash
C837274,Female,21,Credit Card
C554658,Female,53,Credit Card
C270898,Male,43,Credit Card
C319567,Male,18,Debit Card
C189622,Male,53,Cash
C316980,Female,35,Credit Card
C275449,Male,38,Credit Card
C104211,Female,20,Credit Card
C166906,Female,53,Cash
C230709,Female,65,Cash
C293215,Male,54,Credit Card
C921322,Female,45,Cash
C265499,Male,18,Credit Card
C201086,Female,64,Debit Card
C137405,Male,48,Cash
C339297,Female,22,Debit Card
C322799,Male,60,Credit Card
C179232,Male,52,Cash
C458681,Female,34,Cash
C326079,Female,50,Cash
C278693,Male,28,Cash
C262844,Male,37,Cash
C384316,Male,55,Cash
C326569,Female,27,Credit Card
C214985,Female,30,Credit Card
C136287,Male,49,Cash
C570092,Male,49,Credit Card
C703285,Male,57,Cash
C273663,Female,31,Debit Card
C140224,Female,21,Debit Card
C236629,Male,19,Cash
C236068,Female,65,Credit Card
C289110,Female,32,Credit Card
C139196,Female,32,Cash
C219511,Female,68,Credit Card
C191544,Female,54,Credit Card
C147702,Male,69,Cash
C350983,Female,55,Debit Card
C532148,Female,65,Cash
C309606,Male,56,Cash
C207879,Male,52,Credit Card
C264887,Female,23,Debit Card
C749974,Male,28,Debit Card
C216313,Female,67,Credit Card
C696236,Male,55,Credit Card
C192222,Female,43,Credit Card
C740398,Male,45,Credit Card
C365459,Female,44,Credit Card
C273785,Female,21,Cash
C102459,Female,32,Debit Card
C253065,Male,38,Cash
C197338,Female,51,Cash
C206051,Female,57,Credit Card
C198968,Female,59,Cash
C639338,Male,44,Debit Card
C121514,Male,56,Credit Card
C117343,Female,18,Cash
C166552,Male,47,Credit Card
C176920,Male,28,Cash
C452901,Male,22,Credit Card
C139391,Female,43,Debit Card
C116660,Male,31,Cash
C205451,Female,19,Debit Card
C649516,Female,58,Cash
C210125,Male,68,Debit Card
C100768,Male,65,Debit Card
C330231,Male,24,Cash
C155849,Male,38,Cash
C277387,Female,63,Credit Card
C669842,Female,52,Credit Card
C262997,Female,41,Cash
C175927,Female,29,Cash
C544450,Male,55,Debit Card
C176441,Male,55,Credit Card
C180977,Female,44,Debit Card
C104271,Male,37,Cash
C166407,Female,62,Credit Card
C177638,Male,34,Cash
C177786,Male,65,Credit Card
C337358,Female,39,Debit Card
C111461,Female,41,Credit Card
C279924,Female,18,Credit Card
C226373,Male,53,Credit Card
C268920,Male,27,Credit Card
C214783,Male,34,Cash
C319286,Female,23,Debit Card
C816686,Female,59,Credit Card
C969284,Male,65,Debit Card
C791842,Female,44,Cash
C211007,Male,64,Debit Card
C221813,Female,43,Credit Card
C185529,Male,47,Cash
C986953,Female,55,Credit Card
C826598,Male,61,Cash
C264716,Male,39,Cash
C481202,Male,20,Credit Card
C716068,Female,65,Cash
C307737,Male,69,Cash
C300186,Female,28,Debit Card
C487148,Female,27,Debit Card
C260222,Female,67,Credit Card
C125897,Female,34,Cash
C174874,Male,47,Credit Card
C104659,Female,55,Cash
C325553,Female,18,Credit Card
C470646,Female,59,Credit Card
C281663,Male,67,Cash
C305849,Female,44,Credit Card
C264122,Male,61,Cash
C103681,Female,28,Debit Card
C333891,Female,56,Debit Card
C151558,Male,62,Cash
C102100,Female,55,Cash
C636404,Male,27,Cash
C118878,Female,21,Credit Card
C263162,Female,67,Debit Card
C339106,Male,32,Cash
C558721,Male,18,Debit Card
C109197,Female,68,Cash
C312309,Female,47,Credit Card
C196405,Female,37,Cash
C246728,Female,47,Cash
C608845,Female,47,Cash
C100867,Female,67,Credit Card
C117865,Female,19,Cash
C585807,Male,36,Cash
C211517,Female,20,Credit Card
C239987,Male,50,Debit Card
C839216,Male,68,Credit Card
C282106,Male,63,Cash
C101584,Female,36,Cash
C352607,Female,21,Cash
C117279,Female,63,Debit Card
C493379,Female,28,Credit Card
C153900,Male,54,Credit Card
C339760,Male,45,Credit Card
C352599,Female,30,Credit Card
C185099,Male,54,Cash
C310699,Female,56,Credit Card
C252132,Female,62,Debit Card
C231894,Male,26,Cash
C269437,Female,57,Credit Card
C341648,Female,22,Cash
C223973,Female,34,Debit Card
C350951,Female,29,Debit Card
C840447,Female,42,Cash
C140277,Female,25,Credit Card
C491268,Female,51,Credit Card
C947207,Male,20,Credit Card
C596513,Female,29,Debit Card
C662613,Female,50,Cash
C321412,Female,51,Cash
C313422,Male,41,Debit Card
C783736,Male,59,Debit Card
C919794,Female,28,Credit Card
C983614,Female,45,Cash
C638042,Female,29,Cash
C442322,Male,38,Cash
C786429,Female,59,Cash
C306842,Female,47,Debit Card
C803152,Female,49,Credit Card
C262796,Male,21,Cash
C285439,Female,33,Cash
C283925,Female,54,Debit Card
C133355,Male,35,Debit Card
C179531,Female,59,Credit Card
C231421,Male,58,Debit Card
C234825,Male,64,Debit Card
C260576,Male,29,Credit Card
C100189,Female,33,Cash
C268398,Female,57,Credit Card
C720279,Female,32,Debit Card
C227122,Female,55,Cash
C335944,Female,21,Debit Card
C147669,Female,53,Cash
C160600,Male,44,Credit Card
C165452,Male,47,Credit Card
C121986,Female,52,Debit Card
C190737,Female,53,Debit Card
C159830,Female,53,Debit Card
C322269,Male,30,Debit Card
C377784,Female,55,Debit Card
C228304,Male,47,Cash
C553716,Male,42,Cash
C817685,Female,60,Debit Card
C239552,Male,23,Cash
C267727,Female,29,Cash
C271767,Female,27,Cash
C810950,Female,62,Debit Card
C841911,Female,35,Credit Card
C164229,Female,45,Debit Card
C104698,Female,57,Cash
C260422,Male,39,Debit Card
C162562,Female,24,Credit Card
C195981,Male,26,Debit Card
C255852,Female,29,Credit Card
C148391,Female,53,Credit Card
C465885,Female,23,Credit Card
C163265,Female,66,Debit Card
C263093,Male,49,Cash
C159716,Female,64,Cash
C997472,Male,62,Debit Card
C300385,Female,18,Credit Card
C132693,Female,50,Credit Card
C782884,Male,69,Cash
C108942,Female,68,Cash
C242404,Female,22,Cash
C334262,Female,63,Debit Card
C632385,Male,69,Cash
C153788,Male,22,Cash
C233524,Female,58,Credit Card
C293156,Female,61,Credit Card
C134854,Female,21,Cash
C338107,Female,50,Debit Card
C319462,Female,29,Cash
C700145,Female,27,Cash
C417021,Female,44,Debit Card
C335041,Male,20,Debit Card
C905354,Female,58,Cash
C369563,Female,38,Debit Card
C139917,Male,43,Cash
C858163,Male,58,Cash
C201350,Female,66,Cash
C151705,Male,67,Credit Card
C833246,Male,39,Cash
C128080,Male,42,Cash
C352090,Female,40,Credit Card
C101410,Female,32,Credit Card
C214500,Female,67,Cash
C220002,Female,57,Cash
C182076,Male,24,Cash
C114835,Male,42,Credit Card
C859435,Female,58,Debit Card
C258421,Male,68,Credit Card
C104573,Female,22,Cash
C218784,Female,52,Debit Card
C681309,Female,43,Cash
C416476,Female,42,Cash
C852923,Female,19,Cash
C135419,Female,67,Debit Card
C729025,Female,21,Debit Card
C264114,Female,32,Cash
C991574,Female,38,Cash
C920016,Female,21,Debit Card
C192355,Female,22,Credit Card
C211030,Female,62,Credit Card
C228484,Male,51,Cash
C111064,Female,63,Cash
C143751,Female,32,Credit Card
C130207,Female,41,Cash
C303793,Female,64,Credit Card
C226921,Female,27,Credit Card
C242405,Female,26,Cash
C363298,Female,22,Cash
C872638,Female,38,Cash
C156623,Female,52,Credit Card
C301782,Male,52,Credit Card
C264035,Male,26,Cash
C248896,Male,64,Debit Card
C132599,Female,66,Credit Card
C299015,Male,68,Cash
C374514,Female,68,Cash
C192032,Male,28,Debit Card
C378067,Male,23,Credit Card
C325976,Female,28,Debit Card
C321673,Female,18,Credit Card
C249869,Male,43,Cash
C205532,Male,24,Cash
C136620,Female,27,Debit Card
C213873,Female,43,Credit Card
C178152,Female,68,Debit Card
C328366,Female,45,Credit Card
C523441,Male,40,Debit Card
C464297,Female,47,Credit Card
C172741,Female,49,Cash
C927505,Female,40,Debit Card
C847536,Male,45,Debit Card
C534718,Male,22,Cash
C183622,Female,29,Credit Card
C116942,Male,36,Cash
C750350,Female,31,Cash
C122342,Female,27,Credit Card
C197210,Female,56,Cash
C230644,Female,32,Cash
C259965,Male,36,Cash
C144329,Male,22,Debit Card
C604615,Female,30,Credit Card
C226448,Male,51,Credit Card
C215330,Female,30,Cash
C624656,Female,30,Credit Card
C303448,Male,54,Credit Card
C249056,Male,20,Credit Card
C254231,Male,45,Cash
C421190,Male,50,Debit Card
C339909,Female,52,Cash
C132927,Male,49,Cash
C673381,Male,42,Debit Card
C583785,Female,67,Credit Card
C237320,Female,34,Credit Card
C245986,Male,31,Debit Card
C337446,Male,45,Cash
C338873,Female,64,Credit Card
C107553,Male,23,Cash
C276030,Female,22,Debit Card
C197762,Female,47,Debit Card
C276714,Female,69,Cash
C846272,Female,53,Credit Card
C866473,Male,68,Cash
C224638,Female,25,Cash
C127140,Male,29,Credit Card
C112255,Female,46,Credit Card
C297185,Male,34,Credit Card
C248478,Female,55,Credit Card
C227111,Male,36,Credit Card
C636226,Male,32,Credit Card
C312489,Female,48,Credit Card
C114206,Male,20,Credit Card
C159981,Male,25,Credit Card
C156770,Female,65,Debit Card
C127024,Female,37,Cash
C387493,Female,22,Credit Card
C172082,Male,39,Debit Card
C522455,Male,68,Credit Card
C160300,Female,37,Cash
C752083,Female,33,Credit Card
C152480,Female,44,Debit Card
C127802,Male,60,Cash
C210234,Female,52,Cash
C106448,Female,31,Cash
C275555,Female,43,Debit Card
C205246,Female,48,Credit Card
C278121,Male,32,Credit Card
C252964,Female,66,Credit Card
C483981,Male,24,Credit Card
C232069,Male,60,Credit Card
C855735,Male,49,Cash
C320450,Female,46,Credit Card
C192159,Female,60,Credit Card
C334422,Female,24,Debit Card
C191760,Female,66,Debit Card
C156723,Male,30,Credit Card
C771288,Male,26,Cash
C265818,Female,46,Debit Card
C477260,Female,48,Debit Card
C310057,Male,51,Debit Card
C839622,Female,46,Credit Card
C200838,Female,47,Credit Card
C167676,Female,28,Credit Card
C911004,Male,65,Cash
C111238,Female,49,Credit Card
C166902,Male,42,Credit Card
C974102,Female,19,Debit Card
C127849,Male,23,Debit Card
C695191,Female,39,Cash
C257197,Male,44,Cash
C462217,Female,32,Cash
C130865,Male,52,Cash
C303152,Female,68,Debit Card
C119358,Female,43,Debit Card
C185494,Male,34,Cash
C281880,Female,28,Cash
C200033,Female,65,Credit Card
C310424,Female,42,Credit Card
C747632,Female,66,Debit Card
C236820,Female,57,Credit Card
C699309,Female,39,Cash
C287735,Female,63,Credit Card
C659695,Female,21,Credit Card
C790224,Female,35,Credit Card
C190821,Male,35,Credit Card
C236219,Female,64,Cash
C228651,Female,66,Credit Card
C712790,Female,52,Cash
C404358,Female,46,Cash
C262024,Female,53,Cash
C155349,Male,63,Credit Card
C211013,Female,58,Cash
C228870,Female,53,Cash
C565845,Female,59,Credit Card
C497597,Male,47,Cash
C912285,Female,35,Debit Card
C235834,Female,63,Debit Card
C312650,Female,68,Cash
C332102,Male,32,Cash
C236041,Female,69,Debit Card
C752924,Male,29,Debit Card
C797966,Female,44,Credit Card
C267881,Male,61,Credit Card
C395033,Female,34,Cash
C296103,Male,60,Cash
C340110,Male,18,Cash
C129374,Male,68,Debit Card
C108082,Male,59,Credit Card
C925355,Female,41,Cash
C674700,Female,24,Credit Card
C276941,Male,48,Credit Card
C183721,Female,62,Cash
C331042,Male,39,Cash
C107098,Female,62,Cash
C312245,Female,46,Cash
C234392,Male,35,Credit Card
C221080,Female,18,Debit Card
C216205,Female,67,Credit Card
C310115,Male,55,Debit Card
C269814,Female,23,Cash
C226720,Male,66,Cash
C336967,Female,35,Cash
C179179,Male,52,Credit Card
C935793,Female,49,Credit Card
C209239,Female,29,Cash
C188122,Female,55,Cash
C171974,Male,44,Credit Card
C307796,Female,69,Cash
C234559,Female,34,Credit Card
C136457,Male,27,Credit Card
C216001,Female,58,Cash
C196449,Male,57,Debit Card
C298662,Female,43,Debit Card
C432500,Male,20,Cash
C955907,Female,54,Credit Card
C153991,Female,67,Cash
C961124,Male,45,Debit Card
C478783,Male,61,Credit Card
C180459,Female,26,Cash
C236561,Female,42,Credit Card
C193369,Male,35,Debit Card
C631453,Male,19,Credit Card
C326372,Female,40,Cash
C184071,Female,58,Credit Card
C334994,Female,43,Debit Card
C162040,Female,24,Credit Card
C490344,Male,59,Debit Card
C237133,Female,42,Cash
C106546,Male,37,Debit Card
C188077,Female,27,Credit Card
C176779,Female,31,Credit Card
C156659,Female,59,Cash
C257716,Male,54,Credit Card
C296225,Female,26,Cash
C667822,Male,50,Credit Card
C129112,Female,45,Credit Card
C314292,Female,52,Cash
C191050,Female,65,Cash
C100139,Male,35,Cash
C169655,Female,40,Cash
C485574,Female,34,Cash
C217230,Female,64,Credit Card
C314298,Male,69,Credit Card
C324646,Male,52,Credit Card
C918083,Male,61,Credit Card
C622232,Female,38,Debit Card
C227109,Male,62,Credit Card
C300965,Male,52,Credit Card
C197250,Female,41,Debit Card
C234938,Female,21,Debit Card
C242526,Male,23,Cash
C273645,Male,45,Debit Card
C175370,Male,35,Cash
C638462,Female,28,Cash
C331942,Male,24,Debit Card
C333052,Male,60,Credit Card
C954644,Female,56,Cash
C248191,Female,57,Cash
C114541,Female,55,Cash
C289760,Female,58,Credit Card
C191849,Female,52,Cash
C833108,Female,39,Credit Card
C176225,Female,54,Credit Card
C795655,Female,19,Cash
C201324,Male,66,Credit Card
C225072,Female,33,Cash
C294307,Male,50,Credit Card
C259425,Female,30,Credit Card
C454136,Female,60,Cash
C231216,Female,40,Cash
C316320,Male,39,Debit Card
C316436,Female,49,Credit Card
C223212,Male,34,Credit Card
C572904,Female,24,Cash
C549015,Male,42,Cash
C104264,Female,46,Credit Card
C777978,Female,26,Cash
C330692,Female,38,Cash
C157555,Female,33,Cash
C161035,Female,44,Debit Card
